,3/1/20,3/15/20,4/1/20,4/15/20,5/1/20,5/15/20,6/1/20,6/15/20,7/1/20,7/15/20,8/1/20,8/15/20,9/1/20,9/15/20,10/1/20,10/15/20,11/1/20,11/15/20,12/1/20,12/15/20,1/1/21,1/15/21,2/1/21,2/15/21,3/1/21,3/15/21,4/1/21,4/15/21,5/1/21,5/15/21,6/1/21,6/15/21,7/1/21,7/15/21,8/1/21,8/15/21,9/1/21,9/15/21,10/1/21,10/15/21,11/1/21,11/15/21,12/1/21,12/15/21,1/1/22,1/15/22,2/1/22,2/15/22,3/1/22,3/15/22,4/1/22,4/15/22,5/1/22,5/15/22,6/1/22,6/15/22,7/1/22,7/15/22,8/1/22,8/15/22,9/1/22,9/15/22,10/1/22,10/15/22,11/1/22,11/15/22,12/1/22,12/15/22,1/1/23,1/15/23,2/1/23,2/15/23,UID,iso2,iso3,code3,FIPS,Admin2,Province_State,Country_Region,Lat,Long_,Combined_Key,GEOID
0,0,0,10,24,43,100,237,371,562,785,1064,1252,1442,1601,1799,1958,2182,2456,2818,3426,4239,5103,5683,6024,6270,6471,6595,6748,6907,7001,7150,7230,7257,7329,7563,8025,8798,9371,9761,9883,10258,10407,10527,10641,11018,12180,14782,15350,15520,15571,15655,15752,15827,15863,15969,16174,16562,17037,17468,17723,18125,18303,18396,18452,18511,18571,18680,18847,18961,19318,19530,19686,84001001,US,USA,840,1001.0,Autauga,Alabama,US,32.53952745,-86.64408227,"Autauga, Alabama, US",01001
1,0,1,26,100,180,253,299,377,739,1588,3194,3923,4563,4964,5981,6313,6974,7646,9051,11061,13823,16002,18211,19136,19758,20210,20523,20674,20966,21392,21661,21833,22027,22556,25399,29094,33270,35347,36491,37044,37425,37875,38123,38413,39911,44353,52881,54545,54987,55196,55414,55547,55643,55862,56580,57554,58983,60478,61967,63022,64672,65353,65653,65819,65973,66213,66730,67221,67496,68518,69187,69521,84001003,US,USA,840,1003.0,Baldwin,Alabama,US,30.72774991,-87.72207058,"Baldwin, Alabama, US",01003
2,0,0,0,13,42,79,177,243,337,462,611,672,763,807,900,966,1062,1128,1189,1292,1517,1712,1956,2044,2116,2195,2227,2262,2302,2320,2337,2346,2346,2377,2509,2750,3086,3346,3495,3553,3601,3648,3700,3719,3860,4437,5276,5413,5445,5463,5656,5658,5668,5681,5710,5769,5899,6092,6308,6453,6757,6873,6896,6910,6930,6950,6980,7007,7027,7188,7339,7431,84001005,US,USA,840,1005.0,Barbour,Alabama,US,31.868263,-85.3871286,"Barbour, Alabama, US",01005
3,0,0,3,19,41,51,78,113,181,248,373,481,562,601,671,769,883,986,1204,1504,1854,2130,2309,2397,2450,2499,2543,2560,2596,2645,2665,2682,2693,2713,2904,3120,3510,3889,4146,4216,4281,4317,4348,4388,4533,5046,6130,6331,6375,6402,6418,6428,6442,6457,6508,6583,6714,6825,6947,7070,7394,7481,7526,7547,7575,7604,7637,7668,7692,7855,7967,8049,84001007,US,USA,840,1007.0,Bibb,Alabama,US,32.99642064,-87.12511459999996,"Bibb, Alabama, US",01007
4,0,0,7,21,41,48,66,121,221,426,820,1014,1336,1504,1644,1796,2128,2549,3061,3881,4693,5264,5720,5973,6102,6353,6446,6511,6616,6771,6887,6938,6987,7059,7362,7803,8631,9272,9842,10081,10408,10536,10739,10904,11256,12068,14096,14575,14772,14879,14900,14959,14980,15005,15077,15177,15383,15699,15998,16209,16597,16793,16912,17256,17320,17386,17500,17648,17731,18057,18349,18554,84001009,US,USA,840,1009.0,Blount,Alabama,US,33.98210918,-86.56790593,"Blount, Alabama, US",01009
5,0,0,2,8,14,32,211,306,358,380,441,500,566,581,611,630,653,677,701,733,888,981,1089,1142,1169,1193,1207,1215,1230,1232,1233,1242,1249,1251,1265,1302,1392,1456,1507,1517,1526,1523,1525,1538,1676,1922,2242,2268,2279,2282,2303,2304,2318,2319,2337,2366,2446,2550,2623,2660,2750,2788,2802,2813,2818,2845,2853,2871,2886,2939,2991,3017,84001011,US,USA,840,1011.0,Bullock,Alabama,US,32.10030533,-85.71265535,"Bullock, Alabama, US",01011
6,0,0,1,11,68,254,414,545,602,659,756,799,867,892,917,985,1025,1087,1186,1332,1522,1679,1827,1905,1968,2066,2103,2128,2154,2190,2220,2240,2262,2289,2408,2584,2831,3058,3208,3239,3353,3391,3442,3480,3613,4073,4806,5002,5037,5043,5051,5056,5064,5068,5091,5154,5255,5401,5547,5684,5920,6021,6051,6055,6059,6072,6102,6153,6185,6318,6449,6503,84001013,US,USA,840,1013.0,Butler,Alabama,US,31.75300095,-86.68057478,"Butler, Alabama, US",01013
7,0,0,11,66,97,135,172,203,288,663,1541,2000,2606,3106,3597,3992,4913,5608,6598,7966,9584,10982,12062,12725,13300,14105,14227,14330,14447,14569,14637,14714,14776,14863,15401,16291,17999,19621,21599,22125,22350,22485,22610,22737,23411,25325,30215,31247,31753,32295,32353,32363,32399,32453,32596,32792,33313,33921,34553,35055,36113,36775,38211,38420,38545,38716,39001,39296,39458,40193,40813,41101,84001015,US,USA,840,1015.0,Calhoun,Alabama,US,33.77483727,-85.82630386,"Calhoun, Alabama, US",01015
8,0,0,51,229,295,335,373,488,609,732,869,927,1040,1097,1175,1258,1397,1570,1827,2040,2366,2778,3210,3325,3413,3457,3489,3513,3544,3590,3671,3724,3736,3776,3949,4263,4768,5155,5479,5558,5786,5809,5790,5849,6171,7054,8213,8383,8433,8448,8468,8478,8486,8508,8551,8612,8834,9077,9388,9608,9870,9952,9985,10008,10039,10078,10155,10264,10311,10545,10705,10776,84001017,US,USA,840,1017.0,Chambers,Alabama,US,32.91360079,-85.39072749,"Chambers, Alabama, US",01017
9,0,0,1,10,16,25,38,52,82,149,254,337,419,510,616,694,786,908,1051,1213,1429,1596,1707,1745,1770,1791,1810,1825,1837,1846,1864,1872,1874,1899,1992,2153,2481,2756,2942,2994,3069,3120,3186,3243,3385,3719,4851,5017,5086,5105,5112,5120,5126,5131,5157,5196,5268,5382,5528,5650,5888,5968,6008,6029,6060,6100,6262,6397,6456,6590,6688,6725,84001019,US,USA,840,1019.0,Cherokee,Alabama,US,34.17805983,-85.60638968,"Cherokee, Alabama, US",01019
10,0,0,13,38,55,79,106,143,221,394,731,906,1207,1416,1620,1766,1962,2078,2289,2585,3004,3335,3553,3739,3876,3976,4041,4100,4235,4369,4437,4472,4481,4540,4771,5058,5674,6152,6459,6580,6796,6920,7061,7177,7424,8177,10004,10376,10620,10819,11044,11082,11120,11131,11170,11223,11349,11545,11774,11935,12214,12324,12386,12421,12447,12466,12511,12561,12596,12758,12876,12930,84001021,US,USA,840,1021.0,Chilton,Alabama,US,32.85044126,-86.7173256,"Chilton, Alabama, US",01021
11,0,0,5,15,50,81,152,176,192,223,276,297,323,336,357,381,395,411,431,455,491,512,535,543,551,575,583,587,600,610,613,617,624,627,644,657,688,719,771,866,903,921,932,957,1026,1245,1781,1953,2033,2042,2046,2049,2050,2051,2061,2071,2107,2126,2144,2152,2176,2180,2188,2192,2194,2195,2201,2203,2204,2221,2239,2249,84001023,US,USA,840,1023.0,Choctaw,Alabama,US,32.02227341,-88.26564429999998,"Choctaw, Alabama, US",01023
12,0,0,2,19,33,70,146,191,258,340,495,859,986,1030,1117,1237,1405,1503,1610,2101,2418,2782,3228,3397,3436,3467,3458,3467,3502,3514,3526,3528,3533,3571,3712,3938,4203,4470,4670,4726,4778,4822,4853,4870,4944,5479,6781,6977,7044,7077,7101,7141,7143,7154,7171,7228,7312,7445,7685,7813,7954,8007,8027,8038,8054,8066,8093,8167,8184,8382,8458,8516,84001025,US,USA,840,1025.0,Clarke,Alabama,US,31.68099859,-87.83548597,"Clarke, Alabama, US",01025
13,0,0,3,14,20,24,25,27,58,90,208,300,381,497,597,678,777,850,928,1014,1150,1252,1330,1394,1444,1477,1483,1500,1532,1571,1581,1601,1603,1610,1662,1751,2015,2192,2318,2397,2468,2497,2511,2540,2658,3002,3919,4038,4066,4087,4083,4081,4086,4099,4114,4158,4226,4309,4425,4508,4675,4724,4744,4754,4780,4825,4866,4906,4941,5017,5097,5122,84001027,US,USA,840,1027.0,Clay,Alabama,US,33.26984193,-85.85836077,"Clay, Alabama, US",01027
14,0,0,6,12,12,13,14,21,29,61,113,139,233,349,422,501,592,669,788,892,1036,1160,1286,1336,1378,1436,1454,1463,1482,1496,1506,1531,1542,1555,1613,1681,1898,2057,2413,2459,2495,2526,2547,2572,2649,2814,3400,3508,3533,3554,3558,3557,3559,3566,3572,3584,3611,3652,3727,3768,3903,4082,4104,4115,4136,4176,4192,4207,4222,4292,4361,4385,84001029,US,USA,840,1029.0,Cleburne,Alabama,US,33.67679204,-85.52005899,"Cleburne, Alabama, US",01029
15,0,0,1,44,116,159,237,293,355,482,717,846,1096,1222,1396,1603,1882,2170,2500,2971,3643,4342,4922,5155,5249,5333,5387,5418,5483,5578,5609,5626,5673,5826,6365,7246,8051,8550,9045,9176,9278,9369,9428,9489,9782,10727,12846,13222,13301,13333,13556,13576,13599,13643,13776,13949,14204,14532,14928,15299,15746,15936,15990,16041,16093,16142,16216,16288,16328,16593,16866,17031,84001031,US,USA,840,1031.0,Coffee,Alabama,US,31.39932826,-85.98901039,"Coffee, Alabama, US",01031
16,0,0,4,16,39,87,189,272,383,652,1089,1284,1469,1548,1701,1869,2310,2736,3320,3915,4701,5256,5745,5931,6004,6097,6175,6225,6279,6320,6349,6411,6431,6481,6703,7168,7744,8229,8620,8781,9129,9239,9347,9441,9822,11076,15315,15955,16149,16242,16293,16314,16333,16356,16473,16638,17027,17440,17945,18356,19152,19396,19481,19553,19654,19735,19864,20053,20165,20556,20926,21107,84001033,US,USA,840,1033.0,Colbert,Alabama,US,34.69847452,-87.80168544,"Colbert, Alabama, US",01033
17,0,0,0,7,9,19,41,112,187,269,381,431,485,513,536,550,579,645,700,784,839,929,1010,1052,1067,1081,1087,1094,1100,1108,1122,1133,1142,1165,1213,1342,1571,1733,1830,1853,1892,1913,1931,1946,1983,2246,2765,2818,2838,2841,2855,2861,2861,2869,2887,2922,2975,3066,3159,3216,3305,3326,3340,3350,3354,3357,3373,3396,3410,3469,3552,3577,84001035,US,USA,840,1035.0,Conecuh,Alabama,US,31.43401703,-86.99320044,"Conecuh, Alabama, US",01035
18,0,0,3,20,30,32,40,46,57,69,97,120,142,163,181,199,231,269,366,438,519,604,681,840,889,940,943,994,1068,1092,1100,1115,1123,1130,1183,1255,1421,1600,1737,1777,1816,1834,1855,1884,1948,2202,2778,2870,2916,2935,2953,2964,2968,2977,2989,3013,3065,3158,3232,3314,3436,3482,3503,3509,3518,3529,3554,3622,3643,3690,3724,3749,84001037,US,USA,840,1037.0,Coosa,Alabama,US,32.93690146,-86.24847739,"Coosa, Alabama, US",01037
19,0,0,3,20,41,60,85,177,335,497,793,916,1093,1249,1428,1605,1887,2039,2250,2563,2931,3261,3589,3830,3960,4019,4043,4059,4105,4138,4218,4272,4296,4414,4749,5204,5726,6214,6537,6672,6750,6853,6947,7026,7139,7587,8939,9148,9235,9256,9302,9311,9333,9355,9387,9464,9706,9967,10212,10378,10591,10671,10907,10959,11010,11041,11124,11208,11250,11427,11616,11746,84001039,US,USA,840,1039.0,Covington,Alabama,US,31.2477854,-86.45050893,"Covington, Alabama, US",01039
20,0,0,1,5,21,55,84,119,132,151,305,391,478,506,545,579,624,675,722,793,960,1180,1313,1400,1448,1489,1503,1494,1514,1535,1542,1553,1584,1613,1683,1832,2098,2269,2405,2433,2510,2562,2613,2635,2736,3065,3633,3750,3770,3782,3797,3799,3829,3834,3850,3890,3969,4045,4128,4200,4319,4365,4394,4403,4407,4414,4423,4469,4516,4621,4688,4723,84001041,US,USA,840,1041.0,Crenshaw,Alabama,US,31.72941803,-86.31593104,"Crenshaw, Alabama, US",01041
21,0,0,9,42,59,70,151,281,417,724,1159,1350,1632,1760,1915,2177,2856,3701,4624,5831,7194,7960,8574,8802,8897,9224,9390,9501,9610,9761,9857,9935,10008,10098,10546,11215,12536,13756,14888,15297,15706,15906,16081,16380,16977,18496,23171,24087,24378,24477,24499,24539,24588,24649,24801,25031,25592,26214,26856,27335,28391,28912,29369,29483,29584,29670,29789,30016,30119,30740,31131,31363,84001043,US,USA,840,1043.0,Cullman,Alabama,US,34.13020303,-86.86888037,"Cullman, Alabama, US",01043
22,0,0,1,13,26,58,124,180,261,448,775,889,1118,1253,1418,1588,1943,2175,2390,2809,3371,3910,4310,4524,4642,4718,4763,4771,4807,4876,4905,4929,4946,5078,5650,6512,7593,8162,8705,8856,8945,8992,9030,9110,9393,10274,11868,12332,12430,12447,12860,12872,12898,12947,13075,13208,13515,13860,14317,14635,15127,15285,15415,15463,15516,15564,15634,15738,15789,16021,16217,16385,84001045,US,USA,840,1045.0,Dale,Alabama,US,31.43037123,-85.61095742,"Dale, Alabama, US",01045
23,0,0,3,16,40,137,284,522,831,1064,1340,1462,1625,1706,1788,1834,1908,2062,2315,2517,2821,3002,3228,3285,3403,3495,3516,3522,3534,3568,3599,3606,3622,3649,3743,3935,4327,4569,4747,4854,5207,5263,5296,5339,5561,6343,7842,8205,8307,8351,8385,8400,8418,8429,8493,8575,8748,9128,9511,9709,9944,10052,10088,10123,10160,10182,10218,10312,10357,10501,10805,10894,84001047,US,USA,840,1047.0,Dallas,Alabama,US,32.32688101,-87.10866709999998,"Dallas, Alabama, US",01047
24,0,0,6,33,73,189,256,338,656,1181,1702,1960,2180,2283,2507,3038,3697,4209,4981,5933,6978,7646,8139,8355,8459,8667,8699,8756,8806,8865,8908,8965,9028,9092,9508,10057,10973,11705,12314,12554,12729,12808,13008,13202,13538,14425,17660,18371,18564,18714,18741,18750,18762,18799,18858,18960,19153,19451,19884,20205,20905,21117,21182,21251,21359,21433,21538,21660,21738,22000,22272,22420,84001049,US,USA,840,1049.0,DeKalb,Alabama,US,34.45946862,-85.80782906,"DeKalb, Alabama, US",01049
25,0,1,15,48,92,177,366,557,826,1136,1608,1881,2209,2442,2769,3031,3314,3648,4211,5076,6542,7723,8640,9110,9385,9716,9978,10008,10013,10147,10241,10293,10315,10445,10915,11680,12923,13812,14636,15038,15495,15825,15917,16117,16730,18318,22136,22732,22872,22931,23039,23283,23366,23420,23575,23874,24454,25160,25963,26427,27192,27521,27666,27766,27851,27947,28129,28364,28545,29073,29459,29690,84001051,US,USA,840,1051.0,Elmore,Alabama,US,32.59785413,-86.14415284,"Elmore, Alabama, US",01051
26,0,0,0,11,27,39,72,113,293,580,1019,1229,1423,1520,1621,1696,1771,1881,2023,2291,2682,3124,3548,3707,3776,3828,3862,3895,3925,3947,3977,4017,4035,4080,4413,5087,5773,6322,6632,6725,6855,6916,6958,6984,7263,8153,9620,9897,9956,9975,9990,10014,10019,10081,10134,10270,10425,10671,10940,11153,11391,11545,11573,11588,11657,11677,11736,11827,11863,12048,12259,12318,84001053,US,USA,840,1053.0,Escambia,Alabama,US,31.1256789,-87.15918694,"Escambia, Alabama, US",01053
27,0,0,11,84,136,194,258,340,648,1164,1953,2335,2826,3202,3593,3904,4552,5348,6561,8156,10110,11604,12550,12966,13184,13545,13646,13677,13785,13918,14013,14166,14241,14351,14954,15906,17254,18363,19523,19739,19907,19972,20034,20183,20687,22449,27247,28408,28679,28759,28773,28751,28761,28779,28844,28979,29323,29812,30290,30671,31403,31709,31925,32292,32489,32619,32780,32989,33129,33576,33862,34052,84001055,US,USA,840,1055.0,Etowah,Alabama,US,34.04567266,-86.04051873,"Etowah, Alabama, US",01055
28,0,0,1,6,8,11,18,49,73,112,190,273,348,422,481,539,614,735,946,1199,1441,1660,1858,1953,2007,2042,2063,2094,2119,2126,2150,2181,2201,2213,2270,2357,2498,2685,2829,2905,3010,3217,3308,3347,3417,3630,4399,4549,4904,4968,4975,4981,4984,4986,5003,5027,5062,5129,5202,5301,5420,5500,5548,5569,5599,5620,5639,5676,5694,5788,5833,5862,84001057,US,USA,840,1057.0,Fayette,Alabama,US,33.72076938,-87.73886638,"Fayette, Alabama, US",01057
29,0,0,5,20,81,313,572,740,867,981,1198,1334,1562,1688,1809,1945,2180,2336,2574,2896,3300,3634,3846,3947,3991,4171,4186,4205,4234,4262,4278,4310,4326,4347,4581,4878,5263,5582,5859,5927,6098,6228,6347,6422,6561,7036,9203,9706,9812,9840,9854,9860,9895,9903,9934,9984,10115,10204,10344,10488,10967,11184,11261,11314,11365,11394,11458,11537,11566,11771,11900,11972,84001059,US,USA,840,1059.0,Franklin,Alabama,US,34.44235334,-87.84289505,"Franklin, Alabama, US",01059
30,0,0,0,2,10,21,44,47,72,117,239,302,453,529,662,810,980,1101,1250,1427,1691,1974,2266,2350,2399,2424,2447,2459,2469,2540,2561,2572,2593,2630,2839,3217,3707,4159,4485,4558,4595,4617,4648,4696,4760,4986,5855,6113,6181,6206,6458,6465,6475,6494,6523,6585,6704,6845,7001,7141,7328,7360,7385,7459,7490,7512,7529,7561,7591,7700,7811,7875,84001061,US,USA,840,1061.0,Geneva,Alabama,US,31.09389027,-85.83572839,"Geneva, Alabama, US",01061
31,0,0,2,18,58,82,101,140,186,217,251,267,291,299,308,330,350,375,435,552,679,753,806,852,882,889,903,913,922,926,930,934,937,944,991,1030,1144,1179,1225,1255,1278,1294,1302,1312,1367,1493,1736,1802,1853,1860,1868,1871,1875,1877,1886,1907,1968,2009,2045,2070,2109,2132,2138,2148,2149,2151,2160,2183,2194,2230,2264,2281,84001063,US,USA,840,1063.0,Greene,Alabama,US,32.85504247,-87.95684022,"Greene, Alabama, US",01063
32,0,0,1,22,53,80,180,243,301,390,464,522,572,615,668,733,800,873,981,1159,1468,1737,1961,2024,2105,2136,2165,2186,2217,2239,2254,2267,2274,2292,2355,2461,2699,2829,2938,3087,3137,3155,3186,3226,3309,3705,4407,4569,4669,4674,4708,4722,4727,4741,4804,4841,4969,5083,5168,5223,5336,5364,5375,5381,5396,5406,5434,5481,5523,5597,5649,5693,84001065,US,USA,840,1065.0,Hale,Alabama,US,32.76039258,-87.63284988,"Hale, Alabama, US",01065
33,0,0,0,16,23,37,81,107,134,173,258,297,399,446,522,621,754,815,889,1006,1268,1511,1684,1786,1824,1845,1869,1880,1884,1896,1935,1938,1953,1992,2139,2417,2661,2885,3053,3105,3149,3181,3204,3246,3321,3584,4228,4389,4439,4447,4571,4571,4572,4584,4625,4682,4795,4920,5061,5167,5317,5363,5392,5472,5498,5508,5530,5555,5574,5664,5771,5816,84001067,US,USA,840,1067.0,Henry,Alabama,US,31.51148016,-85.24267944,"Henry, Alabama, US",01067
34,0,0,11,62,94,130,223,318,451,715,1339,1585,2166,2574,2995,3594,4339,4761,5410,6155,7371,8474,9499,9919,10104,10227,10342,10402,10501,10641,10721,10764,10840,11074,12077,13352,14832,15881,17003,17288,17500,17633,17742,17941,18474,20142,23751,24618,24883,24973,25646,25675,25703,25800,26032,26405,26962,27615,28289,28848,29771,30148,30279,30402,30488,30565,30703,30877,31004,31605,32102,32416,84001069,US,USA,840,1069.0,Houston,Alabama,US,31.15197924,-85.29939599,"Houston, Alabama, US",01069
35,0,0,10,31,49,62,83,121,228,498,800,1131,1307,1414,1626,1924,2340,2719,3404,4433,5183,5744,6251,6417,6495,6654,6733,6751,6790,6836,6870,6919,7040,7136,7400,7692,8308,8970,9511,9776,10059,10143,10177,10328,10637,11314,14098,14770,14906,15001,15022,15022,15039,15049,15130,15241,15403,15669,15981,16212,16726,16874,16969,17031,17110,17169,17270,17441,17525,17886,18143,18259,84001071,US,USA,840,1071.0,Jackson,Alabama,US,34.78144169,-85.99750489,"Jackson, Alabama, US",01071
36,0,13,310,643,941,1292,1891,2615,4534,7770,11719,14086,16598,18339,20314,21944,24475,27884,33526,41718,53058,61313,67010,69599,71073,73525,74789,75398,76175,79827,80260,80937,81290,81957,85385,91744,101613,108230,112597,113960,115628,115970,116268,117065,126583,145464,175899,180738,181887,183863,184411,184739,185164,185930,188184,191189,195867,200548,205650,209542,215530,217982,219105,219881,220753,221687,223110,224817,225876,229633,232873,236987,84001073,US,USA,840,1073.0,Jefferson,Alabama,US,33.55554728,-86.89506300000002,"Jefferson, Alabama, US",01073
37,0,0,1,6,10,15,27,46,68,98,197,245,290,320,386,438,530,584,701,870,1065,1166,1249,1281,1328,1365,1390,1396,1409,1432,1452,1462,1476,1482,1510,1588,1718,1846,2023,2154,2325,2452,2531,2551,2613,2756,3421,3547,3657,3705,3723,3726,3733,3745,3767,3796,3863,3960,4057,4149,4303,4350,4381,4415,4457,4491,4524,4550,4572,4626,4675,4703,84001075,US,USA,840,1075.0,Lamar,Alabama,US,33.77995024,-88.09668032,"Lamar, Alabama, US",01075
38,0,0,14,22,46,109,164,246,455,685,1045,1243,1463,1580,1778,1995,2760,3298,4267,5200,6566,7451,8191,8476,8607,8962,9144,9254,9386,9457,9520,9592,9645,9767,10255,10948,12073,12909,13737,14125,14653,14836,15018,15245,15863,17639,22644,23633,23923,24004,24071,24108,24137,24193,24369,24627,25094,25549,26166,26718,27767,28080,28206,28313,28448,28618,28777,29006,29121,29636,30057,30238,84001077,US,USA,840,1077.0,Lauderdale,Alabama,US,34.90171875,-87.65624729,"Lauderdale, Alabama, US",01077
39,0,0,5,10,13,28,52,71,111,174,329,396,506,583,652,777,950,1076,1334,1617,2082,2404,2654,2780,2834,2903,2928,2953,2994,3026,3081,3125,3144,3160,3263,3402,3768,4002,4154,4252,4574,4721,4836,4895,5071,5522,7126,7433,7566,7619,7650,7663,7671,7682,7714,7766,7884,8020,8208,8364,8700,8815,8862,8898,8944,8967,9015,9072,9102,9210,9323,9353,84001079,US,USA,840,1079.0,Lawrence,Alabama,US,34.52041498,-87.31069453,"Lawrence, Alabama, US",01079
40,0,1,93,289,395,447,561,732,1263,1902,2612,2982,4775,5501,6021,6369,6727,7212,7872,8857,10450,12261,13878,14622,14967,15197,15433,15567,15792,15987,16135,16259,16332,16513,17224,18400,20243,21576,22863,23122,25284,25429,25623,25849,26975,30677,36379,37319,37525,37583,37625,37673,37762,37888,38249,38684,39414,40318,41460,42306,43516,43969,44149,44241,44352,44471,44730,45120,45351,46236,46938,47374,84001081,US,USA,840,1081.0,Lee,Alabama,US,32.60154883,-85.35132246,"Lee, Alabama, US",01081
41,0,1,19,38,47,68,109,260,460,775,1244,1515,1756,1942,2247,2652,3150,3653,4404,5457,6879,7901,8706,9190,9363,9632,9753,9843,9927,10065,10126,10179,10209,10318,10725,11473,12722,13908,14820,15178,15751,16022,16165,16361,17088,19006,23427,24346,24666,24801,24864,24900,24974,25065,25375,25687,26199,26793,27430,27884,28994,29504,29678,29811,29932,30089,30288,30541,30685,31177,31665,31940,84001083,US,USA,840,1083.0,Limestone,Alabama,US,34.81185586,-86.98310072,"Limestone, Alabama, US",01083
42,0,0,1,23,70,124,256,401,459,501,553,591,622,641,660,692,731,760,809,870,951,1087,1233,1288,1311,1350,1363,1365,1383,1405,1412,1420,1421,1430,1454,1510,1612,1678,1711,1731,1769,1779,1782,1787,1876,2166,2518,2589,2597,2605,2609,2610,2616,2628,2642,2676,2723,2829,2890,2928,3006,3053,3068,3073,3077,3087,3096,3128,3148,3241,3303,3350,84001085,US,USA,840,1085.0,Lowndes,Alabama,US,32.1597283,-86.65158371,"Lowndes, Alabama, US",01085
43,0,0,3,18,37,53,83,131,179,245,320,368,443,465,486,521,568,654,755,855,1009,1133,1294,1370,1420,1497,1536,1555,1586,1611,1623,1629,1635,1650,1705,1802,1970,2111,2238,2306,2421,2438,2451,2488,2614,3070,3679,3800,3832,3840,3857,3863,3870,3885,3931,3991,4090,4253,4406,4504,4692,4776,4798,4806,4813,4824,4856,4914,4941,5053,5173,5238,84001087,US,USA,840,1087.0,Macon,Alabama,US,32.38759944,-85.69267724,"Macon, Alabama, US",01087
44,0,1,121,203,236,286,351,534,1034,2861,4790,5570,6382,7084,7968,8732,9806,11305,13723,17454,22590,26637,29781,31593,32425,33013,33577,34002,34520,35132,35369,35654,35846,36171,37517,39694,44199,47738,50828,51923,52833,52989,53322,54150,57750,66148,82918,87011,88260,88788,89048,89380,89830,90395,91846,93324,95427,97559,99992,101944,105215,106347,107197,107674,108219,108883,109680,110626,111206,113105,114381,115243,84001089,US,USA,840,1089.0,Madison,Alabama,US,34.76327133,-86.55069633,"Madison, Alabama, US",01089
45,0,0,4,22,47,98,167,211,291,373,509,582,638,680,723,928,1066,1132,1234,1523,1812,1973,2189,2268,2364,2476,2502,2482,2485,2496,2503,2506,2509,2542,2624,2758,3010,3177,3280,3339,3390,3415,3424,3431,3509,3819,4541,4858,5150,5160,5176,5187,5190,5196,5222,5288,5391,5510,5599,5662,5737,5793,5808,5825,5831,5840,5851,5884,5895,5982,6030,6067,84001091,US,USA,840,1091.0,Marengo,Alabama,US,32.24767634,-87.78796182,"Marengo, Alabama, US",01091
46,0,0,13,61,79,101,123,145,208,360,548,629,770,874,969,1026,1128,1276,1447,1716,2112,2405,2617,2709,2819,3011,3063,3072,3089,3137,3188,3241,3286,3322,3463,3725,4119,4490,4861,4952,5250,5365,5416,5471,5560,5994,7590,7863,7973,8066,8114,8119,8133,8157,8229,8335,8455,8596,8790,8929,9217,9289,9361,9407,9445,9491,9534,9640,9689,9864,9976,10070,84001093,US,USA,840,1093.0,Marion,Alabama,US,34.13697363,-87.88704173,"Marion, Alabama, US",01093
47,0,0,5,111,332,600,708,917,1608,2178,2912,3243,3582,3704,3981,4191,4578,5330,6473,7890,9271,10108,10789,11105,11262,11767,11865,11988,12158,12275,12348,12447,12493,12609,13116,14036,15739,17028,17996,18238,18598,18720,18787,18981,19507,20951,26020,26953,27107,27299,27336,27347,27377,27438,27561,27716,28097,28484,29016,29355,30431,30767,30912,31001,31083,31200,31310,31501,31626,32126,32569,32798,84001095,US,USA,840,1095.0,Marshall,Alabama,US,34.36975964,-86.30486727,"Marshall, Alabama, US",01095
48,0,0,61,549,1139,1658,2270,2764,3804,5486,8953,11027,12244,12846,13594,14141,17300,18524,20103,22488,26151,29768,33159,34951,36139,36932,37515,39011,40767,41261,41590,42040,42393,43476,48932,56968,64054,69425,71276,72175,73006,73780,74271,74743,78903,90684,107652,110790,112171,112950,113094,113117,113108,113300,113771,114872,117061,119542,122196,124042,126699,127681,128048,128315,128574,128838,129275,130103,130646,132438,133627,134270,84001097,US,USA,840,1097.0,Mobile,Alabama,US,30.78472347,-88.20842409,"Mobile, Alabama, US",01097
49,0,0,4,8,13,15,39,137,202,302,437,500,547,569,592,619,666,732,830,939,1226,1444,1576,1644,1661,1687,1706,1724,1757,1781,1790,1793,1826,1861,2021,2308,2792,3068,3235,3299,3332,3348,3376,3391,3538,4029,5039,5222,5253,5262,5267,5268,5274,5276,5296,5345,5454,5614,5811,5919,6099,6143,6170,6184,6193,6209,6254,6323,6355,6482,6621,6711,84001099,US,USA,840,1099.0,Monroe,Alabama,US,31.56729412,-87.36995001,"Monroe, Alabama, US",01099
50,0,2,36,190,352,788,1786,2925,3881,4784,6224,7109,7951,8433,8892,9467,10727,11596,12552,14070,16240,18696,20966,22008,22586,23260,23779,23996,24249,24705,24896,25080,25124,25364,26172,27830,30491,32249,33457,33919,34281,34390,34509,34833,37879,44560,52550,53969,54384,54563,54694,54812,55089,55316,55971,56831,58426,60757,62703,63936,65574,66358,66773,67010,67232,67493,68078,68918,69442,71102,72364,73238,84001101,US,USA,840,1101.0,Montgomery,Alabama,US,32.2206831,-86.20969272,"Montgomery, Alabama, US",01101
